"_id","Codi INE","Nom del municipi","Nom curt del municipi","Article del municipi","Nom del municipi transliterat","Nom curt transliterat","Centre municipal","Codi de comarca","Nom de la comarca","Codi de la província","Nom de la província","Adreça completa","Adreça","Codi postal","Localització","Telèfon de contacte","Fax","Correu de contacte","Web","NIF","Escut del municipi","Bandera del municipi","Vista del municipi","Codi INE 6","Nom del recurs a la DBPedia","Nombre d'habitants","Extensió","Altitud","_lastChange"
"555c579ecf83d3d61744b050","08123","Molins de Rei","Molins de Rei","","molins_de_rei","molins_de_rei","41.4138087,2.0159626","11","Baix Llobregat","8","Barcelona","Plaça de Catalunya, 1, 08750 Molins de Rei","Plaça de Catalunya, 1","08750","41.41356,2.0160754974902217","936803340","936803362","sam@molinsderei.cat","https://www.molinsderei.cat","P0812200D","https://media.diba.cat/diba/municipis/img/escuts/ec08123.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08123.jpg","081234","Molins_de_Rei","26104","16","37","2022-01-24 15:31:56"
"555c579ecf83d3d61744af7d","08126","Montgat","Montgat","","montgat","montgat","41.4666983,2.2789654","21","Maresme","8","Barcelona","Pl. Vila, s/n, 08390 Montgat","Pl. Vila, s/n","08390","41.466274,2.2785698","934694900","934692400","montgat@diba.cat","https://www.montgat.cat","P0812500G","https://media.diba.cat/diba/municipis/img/escuts/ec08126.png","https://media.diba.cat/diba/municipis/img/banderes/bn08126.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08126.jpg","081265","Montgat","12260","2.83","20","2022-01-24 15:31:56"
"555c579ecf83d3d61744af7f","08258","Santa Maria d\'Oló","Santa Maria d\'Oló","","santa_maria_dolo","santa_maria_dolo","41.8739416,2.0347083","42","Moianès","8","Barcelona","Av. Manuel López, 1 1r., 08273 Santa Maria d\'Oló","Av. Manuel López, 1 1r.","08273","41.8739416,2.0347083","938385000","938385005","st.m.olo@olo.cat","https://www.olo.cat","P0825800F","https://media.diba.cat/diba/municipis/img/escuts/ec08258.png","https://media.diba.cat/diba/municipis/img/banderes/bn08258.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08258.jpg","082589","Santa_Maria_d\'Oló","1065","64.24","542","2022-01-24 15:31:57"
"555c579ecf83d3d61744af80","08265","Sant Vicenç de Torelló","Sant Vicenç de Torelló","","sant_vicenc_de_torello","sant_vicenc_de_torello","42.06260115,2.2740658104591835","24","Osona","8","Barcelona","Pl. Ajuntament, 6, 08571 Sant Vicenç de Torelló","Pl. Ajuntament, 6","08571","42.06260115,2.2740658104591835","938590003","938504228","st.vicenst@diba.cat","https://www.santvicencdetorello.cat","P0826500A","https://media.diba.cat/diba/municipis/img/escuts/ec08265.png","https://media.diba.cat/diba/municipis/img/banderes/bn08265.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08265.jpg","082652","Sant_Vicenç_de_Torelló","2077","6.6","554","2022-01-24 15:31:57"
"555c579ecf83d3d61744af92","08069","Collbató","Collbató","","collbato","collbato","41.5674212,1.8279836","11","Baix Llobregat","8","Barcelona","Bonavista, 2, 08293 Collbató","Bonavista, 2","08293","41.5674212,1.8279836","937770100","937770650","collbato@diba.cat","https://www.collbato.cat","P0806800I","https://media.diba.cat/diba/municipis/img/escuts/ec08069.png","https://media.diba.cat/diba/municipis/img/banderes/bn08069.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08069.jpg","080692","Collbató","4655","17.99","388","2022-01-24 15:31:56"
"555c579ecf83d3d61744af9c","08062","Castellnou de Bages","Castellnou de Bages","","castellnou_de_bages","castellnou_de_bages","41.8348967,1.8365127","7","Bages","8","Barcelona","Plaça de l\'Església, s/n, 08251 Castellnou de Bages","Plaça de l\'Església, s/n","08251","41.8341525,1.8370901676436022","938272091","938320509","castellnou@diba.cat","https://www.castellnoudebages.cat","P0806100D","https://media.diba.cat/diba/municipis/img/escuts/ec08062.png","https://media.diba.cat/diba/municipis/img/banderes/bn08062.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08062.jpg","080620","Castellnou_de_Bages","1420","29.21","469","2022-01-24 15:31:56"
"555c579ecf83d3d61744afa5","08021","Bellprat","Bellprat","","bellprat","bellprat","41.5174829,1.4335846","6","Anoia","8","Barcelona","Casa Consistorial, 43421 Bellprat","Casa Consistorial","43421","41.5174829,1.4335846","977881240","977881240","bellprat@diba.cat","https://www.bellprat.cat","P0802100H","https://media.diba.cat/diba/municipis/img/escuts/ec08021.png","https://media.diba.cat/diba/municipis/img/banderes/bn08021.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08021.jpg","080214","Bellprat","73","33.95","653","2022-01-24 15:31:57"
"555c579ecf83d3d61744afa8","08054","Castellbisbal","Castellbisbal","","castellbisbal","castellbisbal","41.494657,1.958801","40","Vallès Occidental","8","Barcelona","Avinguda de Pau Casals, 9, 08755 Castellbisbal","Avinguda de Pau Casals, 9","08755","41.494657,1.958801","937720225","937721307","bustia@castellbisbal.cat","https://www.castellbisbal.cat","P0805300A","https://media.diba.cat/diba/municipis/img/escuts/ec08054.png","https://media.diba.cat/diba/municipis/img/banderes/bn08054.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08054.jpg","080543","Castellbisbal","12610","30.97","132","2022-01-24 15:31:57"
"555c579ecf83d3d61744afb3","08306","Vilalba Sasserra","Vilalba Sasserra","","vilalba_sasserra","vilalba_sasserra","41.6530012,2.4405379","41","Vallès Oriental","8","Barcelona","Plaça de la Vila, 1, 08455 Vilalba Sasserra","Plaça de la Vila, 1","08455","41.652984450000005,2.441020148770343","938410383","938410383","vilalba@diba.cat","https://www.vilalbasasserra.cat","P0830700A","https://media.diba.cat/diba/municipis/img/escuts/ec08306.png","https://media.diba.cat/diba/municipis/img/banderes/bn08306.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08306.jpg","083067","Vilalba_Sasserra","758","5.87","200","2022-01-24 15:31:57"
"555c579ecf83d3d61744afc8","08281","Teià","Teià","","teia","teia","41.4996426,2.3198201","21","Maresme","8","Barcelona","Pere Noguera, 12, 08329 Teià","Pere Noguera, 12","08329","41.4996426,2.3198201","935409350","935409352","ajuntament@teia.cat","https://www.teia.cat","P0828100H","https://media.diba.cat/diba/municipis/img/escuts/ec08281.png","https://media.diba.cat/diba/municipis/img/banderes/bn08281.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08281.jpg","082819","Teià","6532","6.66","128","2022-01-24 15:31:56"
"555c579ecf83d3d61744afd0","08290","Ullastrell","Ullastrell","","ullastrell","ullastrell","41.5265763,1.9560471","40","Vallès Occidental","8","Barcelona","Carrer de la Serra, 17, 08231 Ullastrell","Carrer de la Serra, 17","08231","41.527586,1.9573336","937887262","937887195","ullastrell@ullastrell.cat","https://www.ullastrell.cat","P0829000I","https://media.diba.cat/diba/municipis/img/escuts/ec08290.png","https://media.diba.cat/diba/municipis/img/banderes/bn08290.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08290.jpg","082900","Ullastrell","2096","7.32","342","2022-01-24 15:31:56"
"555c579ecf83d3d61744aff1","08156","Palau-solità i Plegamans","Palau-solità i Plegamans","","palausolita_i_plegamans","palausolita_i_plegamans","41.587259700000004,2.1784264056342817","40","Vallès Occidental","8","Barcelona","Pl. Vila, 1, 08184 Palau-solità i Plegamans","Pl. Vila, 1","08184","41.587259700000004,2.1784264056342817","938648056","938649259","info@palauplegamans.cat","https://www.palauplegamans.cat","P0815500D","https://media.diba.cat/diba/municipis/img/escuts/ec08156.png","https://media.diba.cat/diba/municipis/img/banderes/bn08156.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08156.jpg","081568","Palau-solità_i_Plegamans","14917","14.93","130","2022-01-24 15:31:56"
"555c579ecf83d3d61744b081","08109","Lluçà","Lluçà","","lluca","lluca","42.0681545,2.0731601","24","Osona","8","Barcelona","Carrer dels Rourets, 1, 08514 Lluçà","Carrer dels Rourets, 1","08514","42.0681545,2.0731601","938554062","938554042","llusa@diba.cat","https://www.llusa.net","P0810800C","https://media.diba.cat/diba/municipis/img/escuts/ec08109.png","https://media.diba.cat/diba/municipis/img/banderes/bn08109.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08109.jpg","081094","Lluçà","271","53.54","751","2022-01-24 15:31:56"
"555c579ecf83d3d61744b005","08183","Roda de Ter","Roda de Ter","","roda_de_ter","roda_de_ter","41.9814126,2.3096755","24","Osona","8","Barcelona","Plaça Major, 4, 08510 Roda de Ter","Plaça Major, 4","08510","41.9811409,2.3092087","938500075","938540931","rodadeter@rodadeter.cat","https://www.rodadeter.cat","P0818200H","https://media.diba.cat/diba/municipis/img/escuts/ec08183.png","https://media.diba.cat/diba/municipis/img/banderes/bn08183.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08183.jpg","081831","Roda_de_Ter","6449","2.18","443","2022-01-24 15:31:56"
"555c579ecf83d3d61744b086","08234","Sant Pere de Vilamajor","Sant Pere de Vilamajor","","sant_pere_de_vilamajor","sant_pere_de_vilamajor","41.6843288,2.3900497","41","Vallès Oriental","8","Barcelona","Nou, 26, 08458 Sant Pere de Vilamajor","Nou, 26","08458","41.6850228,2.39074182142135","938450008","938452059","ajuntament@vilamajor.cat","https://www.vilamajor.cat","P0823400G","https://media.diba.cat/diba/municipis/img/escuts/ec08234.png","https://media.diba.cat/diba/municipis/img/banderes/bn08234.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08234.jpg","082346","Sant_Pere_de_Vilamajor","4671","34.74","305","2022-01-24 15:31:56"
"555c579ecf83d3d61744b08f","08246","Santa Eugènia de Berga","Santa Eugènia de Berga","","santa_eugenia_de_berga","santa_eugenia_de_berga","41.90027365,2.2831229841547676","24","Osona","8","Barcelona","Pl. Major, 1, 08507 Santa Eugènia de Berga","Pl. Major, 1","08507","41.90027365,2.2831229841547676","938855803","938895321","st.eugenia@diba.cat","https://www.santaeugeniadeberga.cat","P0824600A","https://media.diba.cat/diba/municipis/img/escuts/ec08246.png","https://media.diba.cat/diba/municipis/img/banderes/bn08246.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08246.jpg","082460","Santa_Eugènia_de_Berga","2259","7","538","2022-01-24 15:31:56"
"555c579ecf83d3d61744b036","08028","Cabrera d\'Anoia","Cabrera d\'Anoia","","cabrera_danoia","cabrera_danoia","41.490590499999996,1.7076074120503755","6","Anoia","8","Barcelona","Pl. Canaletes, 1, 08718 Cabrera d\'Anoia","Pl. Canaletes, 1","08718","41.490590499999996,1.7076074120503755","937749017","937749059","cabrerai@cabreradanoia.cat","https://www.cabrera.cat","P0802800C","https://media.diba.cat/diba/municipis/img/escuts/ec08028.png","https://media.diba.cat/diba/municipis/img/banderes/bn08028.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08028.jpg","080288","Cabrera_d\'Anoia","1521","17.04","347","2022-01-24 15:31:56"
"555c579ecf83d3d61744b03b","08035","Calella","Calella","","calella","calella","41.6132925,2.6576102","21","Maresme","8","Barcelona","Pl. de l\'ajuntament, 9, 08370 Calella","Pl. de l\'ajuntament, 9","08370","41.6132925,2.6576102","937663030","937660576","calella@calella.cat","https://www.calella.cat","P0803500H","https://media.diba.cat/diba/municipis/img/escuts/ec08035.png","https://media.diba.cat/diba/municipis/img/banderes/bn08035.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08035.jpg","080351","Calella","19236","7.9","5","2022-01-24 15:31:56"
"555c579ecf83d3d61744b045","08047","Cardona","Cardona","","cardona","cardona","41.9142758,1.68133","7","Bages","8","Barcelona","Plaça de la Fira, 1, 08261 Cardona","Plaça de la Fira, 1","08261","41.913519,1.6815445","938691000","938692901","cardona@cardona.cat","https://www.cardona.cat","P0804600E","https://media.diba.cat/diba/municipis/img/escuts/ec08047.png","https://media.diba.cat/diba/municipis/img/banderes/bn08047.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08047.jpg","080478","Cardona","4593","65","506","2022-01-24 15:31:56"
"555c579ecf83d3d61744af69","08227","Sant Martí Sarroca","Sant Martí Sarroca","","sant_marti_sarroca","sant_marti_sarroca","41.3838124,1.6116829","3","Alt Penedès","8","Barcelona","Carrer de Ferran Muñoz, 4-6, 08731 Sant Martí Sarroca","Carrer de Ferran Muñoz, 4-6","08731","41.3838124,1.6116829","938991111","938991512","st.martisa@diba.cat","https://www.santmartisarroca.cat","P0822700A","https://media.diba.cat/diba/municipis/img/escuts/ec08227.png","https://media.diba.cat/diba/municipis/img/banderes/bn08227.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08227.jpg","082270","Sant_Martí_Sarroca","3286","35.59","340","2022-01-24 15:31:56"
"555c579ecf83d3d61744af68","08220","Sant Julià de Vilatorta","Sant Julià de Vilatorta","","sant_julia_de_vilatorta","sant_julia_de_vilatorta","41.922473100000005,2.325509703160474","24","Osona","8","Barcelona","Pl. Marquès de la Quadra, 1, 08504 Sant Julià de Vilatorta","Pl. Marquès de la Quadra, 1","08504","41.922473100000005,2.325509703160474","938122179","938122063","sjv.ajuntament@vilatorta.cat","https://www.vilatorta.cat","P0821800J","https://media.diba.cat/diba/municipis/img/escuts/ec08220.png","https://media.diba.cat/diba/municipis/img/banderes/bn08220.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08220.jpg","082205","Sant_Julià_de_Vilatorta","3152","15.84","595","2022-01-24 15:31:56"
"555c579ecf83d3d61744af5e","08226","Sant Martí de Tous","Sant Martí de Tous","","sant_marti_de_tous","sant_marti_de_tous","41.560759,1.523426","6","Anoia","8","Barcelona","Plaça de la Independència, 1, 08712 Sant Martí de Tous","Plaça de la Independència, 1","08712","41.560759,1.523426","938096002","938096117","st.martitous@diba.cat","https://www.tous.cat","P0822600C","https://media.diba.cat/diba/municipis/img/escuts/ec08226.png","https://media.diba.cat/diba/municipis/img/banderes/bn08226.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08226.jpg","082264","Sant_Martí_de_Tous","1236","38.84","465","2022-01-24 15:31:56"
"555c579ecf83d3d61744af79","08077","Esplugues de Llobregat","Esplugues de Llobregat","","esplugues_de_llobregat","esplugues_de_llobregat","41.3776796,2.0899722","11","Baix Llobregat","8","Barcelona","Pl. Sta. Magdalena, 5-6, 08950 Esplugues de Llobregat","Pl. Sta. Magdalena, 5-6","08950","41.3776796,2.0899722","933713350","933722910","ajuntament@esplugues.cat","https://www.esplugues.cat","P0807600B","https://media.diba.cat/diba/municipis/img/escuts/ec08077.png","https://media.diba.cat/diba/municipis/img/banderes/bn08077.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08077.jpg","080771","Esplugues_de_Llobregat","46777","4.6","110","2022-01-24 15:31:56"
"555c579ecf83d3d61744af8d","08143","Òdena","Òdena","","odena","odena","41.5984526,1.5933228","6","Anoia","8","Barcelona","Pl. Major, 2, 08711 Òdena","Pl. Major, 2","08711","41.5984526,1.5933228","938017434","938017548","odena@odena.cat","https://www.odena.cat","P0814200B","https://media.diba.cat/diba/municipis/img/escuts/ec08143.png","https://media.diba.cat/diba/municipis/img/banderes/bn08143.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08143.jpg","081430","Òdena","3681","52.2","421","2022-01-24 15:31:56"
"555c579ecf83d3d61744af70","08041","Canovelles","Canovelles","","canovelles","canovelles","41.6173948,2.28288","41","Vallès Oriental","8","Barcelona","Plaça de l\'Ajuntament, 1, 08420 Canovelles","Plaça de l\'Ajuntament, 1","08420","41.6222006,2.2772625","938464555","938465302","ajuntament@canovelles.cat","https://www.canovelles.cat","P0804000H","https://media.diba.cat/diba/municipis/img/escuts/ec08041.png","https://media.diba.cat/diba/municipis/img/banderes/bn08041.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08041.jpg","080410","Canovelles","16872","6.75","175","2022-01-24 15:31:56"
"555c579ecf83d3d61744af61","08158","El Papiol","Papiol","El","el_papiol","papiol","41.44109,2.014326701762812","11","Baix Llobregat","8","Barcelona","Avinguda de la Generalitat, 7-9, 08754 Papiol","Avinguda de la Generalitat, 7-9","08754","41.4351908,2.0047743","936730220","936731539","papiol@elpapiol.cat","https://www.elpapiol.cat","P0815700J","https://media.diba.cat/diba/municipis/img/escuts/ec08158.png","https://media.diba.cat/diba/municipis/img/banderes/bn08158.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08158.jpg","081580","El_Papiol","4232","8.83","135","2022-02-23 05:17:01"
"555c579ecf83d3d61744afa3","08232","Sant Pere de Riudebitlles","Sant Pere de Riudebitlles","","sant_pere_de_riudebitlles","sant_pere_de_riudebitlles","41.4535893,1.7017388","3","Alt Penedès","8","Barcelona","Plaça de les Eres, 1, 08776 Sant Pere de Riudebitlles","Plaça de les Eres, 1","08776","41.45329,1.7016416","938995061","938996081","st.pereriu@diba.cat","https://www.santperederiudebitlles.cat","P0823200A","https://media.diba.cat/diba/municipis/img/escuts/ec08232.png","https://media.diba.cat/diba/municipis/img/banderes/bn08232.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08232.jpg","082325","Sant_Pere_de_Riudebitlles","2411","5.39","245","2022-01-24 15:31:56"
"555c579ecf83d3d61744af67","08211","Sant Feliu de Llobregat","Sant Feliu de Llobregat","","sant_feliu_de_llobregat","sant_feliu_de_llobregat","41.3812851,2.0446381","11","Baix Llobregat","8","Barcelona","Pl. Vila, 1, 08980 Sant Feliu de Llobregat","Pl. Vila, 1","08980","41.3807982,2.0449189646813357","936858000","936858019","ajuntament@santfeliu.cat","https://www.santfeliu.cat","P0821000G","https://media.diba.cat/diba/municipis/img/escuts/ec08211.png","https://media.diba.cat/diba/municipis/img/banderes/bn08211.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08211.jpg","082114","Sant_Feliu_de_Llobregat","45463","11.79","25","2022-01-24 15:31:56"
"555c579ecf83d3d61744af64","08187","Sabadell","Sabadell","","sabadell","sabadell","41.5421013,2.1138977","40","Vallès Occidental","8","Barcelona","Pl. St. Roc, 1, 08201 Sabadell","Pl. St. Roc, 1","08201","41.5421013,2.1138977","937453100","937453111","alcaldia@ajsabadell.cat","https://www.sabadell.cat","P0818600I","https://media.diba.cat/diba/municipis/img/escuts/ec08187.png","https://media.diba.cat/diba/municipis/img/banderes/bn08187.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08187.jpg","081878","Sabadell","216204","36.48","190","2022-01-24 15:31:56"
"555c579ecf83d3d61744af60","08147","Olesa de Montserrat","Olesa de Montserrat","","olesa_de_montserrat","olesa_de_montserrat","41.543053,1.8931874","11","Baix Llobregat","8","Barcelona","Pl. Fèlix Figueras i Aragay, s/n., 08640 Olesa de Montserrat","Pl. Fèlix Figueras i Aragay, s/n.","08640","41.543053,1.8931874","937780050","937780752","ajuntament@olesademontserrat.cat","https://www.olesademontserrat.cat","P0814600C","https://media.diba.cat/diba/municipis/img/escuts/ec08147.png","https://media.diba.cat/diba/municipis/img/banderes/bn08147.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08147.jpg","081477","Olesa_de_Montserrat","24132","16.75","124","2022-01-24 15:31:56"
"555c579ecf83d3d61744af83","08295","Vallirana","Vallirana","","vallirana","vallirana","41.3877623,1.9320806","11","Baix Llobregat","8","Barcelona","Carrer Major, 329, 08759 Vallirana","Carrer Major, 329","08759","41.3869439,1.9317952","936830810","936832897","vlrn.info@vallirana.cat","https://www.vallirana.cat","P0829600F","https://media.diba.cat/diba/municipis/img/escuts/ec08295.png","https://media.diba.cat/diba/municipis/img/banderes/bn08295.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08295.jpg","082956","Vallirana","15438","23.93","177","2022-01-24 15:31:57"
"555c579ecf83d3d61744afab","08117","Les Masies de Voltregà","Masies de Voltregà","Les","les_masies_de_voltrega","masies_de_voltrega","42.0125603,2.2501678","24","Osona","8","Barcelona","Ctra. C-17z, Pk. 70,400 casa Forta el Despujol, 08508 Masies de Voltregà","Ctra. C-17z, Pk. 70,400 casa Forta el Despujol","08508","42.0125603,2.2501678","938570028","938570079","masiesv@diba.cat","https://www.lesmasiesdevoltrega.cat","P0811600F","https://media.diba.cat/diba/municipis/img/escuts/ec08117.png","https://media.diba.cat/diba/municipis/img/banderes/bn08117.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08117.jpg","081173","Les_Masies_de_Voltregà","3178","22.31","533","2022-01-24 15:31:57"
"555c579ecf83d3d61744af8e","08118","El Masnou","Masnou","El","el_masnou","masnou","41.4796899,2.3118347","21","Maresme","8","Barcelona","Prat de la Riba, 1, 08320 Masnou","Prat de la Riba, 1","08320","41.479104,2.319591","935571700","935571701","ajuntament@elmasnou.cat","https://www.elmasnou.cat","P0811700D","https://media.diba.cat/diba/municipis/img/escuts/ec08118.png","https://media.diba.cat/diba/municipis/img/banderes/bn08118.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08118.jpg","081189","El_Masnou","23848","3.3","27","2022-01-24 15:31:56"
"555c579ecf83d3d61744af72","08017","Balenyà","Balenyà","","balenya","balenya","41.8151185,2.2331607","24","Osona","8","Barcelona","Carrer de la Pista, 2, 08550 Balenyà","Carrer de la Pista, 2","08550","41.8151185,2.2331607","938898385","938898072","balenya@diba.cat","https://www.balenya.cat","P0801700F","https://media.diba.cat/diba/municipis/img/escuts/ec08017.png","https://media.diba.cat/diba/municipis/img/banderes/bn08017.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08017.jpg","080174","Balenyà","3900","18.47","587","2022-01-24 15:31:56"
"555c579ecf83d3d61744af8f","08235","Sant Pol de Mar","Sant Pol de Mar","","sant_pol_de_mar","sant_pol_de_mar","41.6030132,2.6238092","21","Maresme","8","Barcelona","Plaça de la Vila, s/n, 08395 Sant Pol de Mar","Plaça de la Vila, s/n","08395","41.60019200000001,2.6214262117057414","937600451","937601352","oac@santpol.cat","https://www.santpol.cat","P0823500D","https://media.diba.cat/diba/municipis/img/escuts/ec08235.png","https://media.diba.cat/diba/municipis/img/banderes/bn08235.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08235.jpg","082359","Sant_Pol_de_Mar","5538","7.49","15","2022-01-24 15:31:56"
"555c579ecf83d3d61744af63","08176","Pujalt","Pujalt","","pujalt","pujalt","41.70383045,1.443999346090929","6","Anoia","8","Barcelona","Carrer de Sant Andreu, s/n, 08282 Pujalt","Carrer de Sant Andreu, s/n","08282","41.70383045,1.443999346090929","938681288","938680102","info@pujalt.cat","https://www.pujalt.cat","P0817500B","https://media.diba.cat/diba/municipis/img/escuts/ec08176.png","https://media.diba.cat/diba/municipis/img/banderes/bn08176.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08176.jpg","081764","Pujalt","206","31.72","770","2022-01-24 15:31:56"
"555c579ecf83d3d61744af6b","08251","Santa Margarida i els Monjos","Santa Margarida i els Monjos","","santa_margarida_i_els_monjos","santa_margarida_i_els_monjos","41.323848850000005,1.6655354344017543","3","Alt Penedès","8","Barcelona","Avinguda de Catalunya, 74, 08730 Santa Margarida i els Monjos","Avinguda de Catalunya, 74","08730","41.3198945,1.6611267","938980211","938980360","info@smmonjos.cat","https://www.santamargaridaielsmonjos.cat","P0825100A","https://media.diba.cat/diba/municipis/img/escuts/ec08251.png","https://media.diba.cat/diba/municipis/img/banderes/bn08251.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08251.jpg","082515","Santa_Margarida_i_els_Monjos","7664","17.39","161","2022-01-24 15:31:56"
"555c579ecf83d3d61744af6e","08268","Cercs","Cercs","","cercs","cercs","42.1463987,1.8606233","14","Berguedà","8","Barcelona","Ctra. Ribes, 20, 08698 Cercs","Ctra. Ribes, 20","08698","42.1478482,1.8629295","938247890","938247991","cercs@diba.cat","https://www.cercs.cat","P0826800E","https://media.diba.cat/diba/municipis/img/escuts/ec08268.png","https://media.diba.cat/diba/municipis/img/banderes/bn08268.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08268.jpg","082687","Cercs","1190","46.93","650","2022-01-24 15:31:56"
"555c579ecf83d3d61744af8a","08185","Rubió","Rubió","","rubio","rubio","41.644507950000005,1.5699987530660993","6","Anoia","8","Barcelona","Pl. Ajuntament, s/n, 08719 Rubió","Pl. Ajuntament, s/n","08719","41.644507950000005,1.5699987530660993","938094181","938094181","rubio@rubio.cat","https://www.rubio.cat","P0818400D","https://media.diba.cat/diba/municipis/img/escuts/ec08185.png","https://media.diba.cat/diba/municipis/img/banderes/bn08185.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08185.jpg","081859","Rubió","236","38.51","629","2022-01-24 15:31:57"
"555c579ecf83d3d61744af7b","08096","Granollers","Granollers","","granollers","granollers","41.59330735,2.2781615925197287","41","Vallès Oriental","8","Barcelona","Plaça de la Porxada, 6, 08400 Granollers","Plaça de la Porxada, 6","08400","41.6080085,2.2872441","938426610","938426601","bustiaoberta@ajuntament.granollers.cat","https://www.granollers.cat","P0809500B","https://media.diba.cat/diba/municipis/img/escuts/ec08096.png","https://media.diba.cat/diba/municipis/img/banderes/bn08096.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08096.jpg","080961","Granollers","62475","14.89","145","2022-01-24 15:31:56"
"555c579ecf83d3d61744afa1","08209","Sant Fost de Campsentelles","Sant Fost de Campsentelles","","sant_fost_de_campsentelles","sant_fost_de_campsentelles","41.5122172,2.2379134","41","Vallès Oriental","8","Barcelona","Pl. Vila, 1, 08105 Sant Fost de Campsentelles","Pl. Vila, 1","08105","41.5122172,2.2379134","935796980","935796982","ajuntament@santfost.cat","https://www.santfost.cat","P0820800A","https://media.diba.cat/diba/municipis/img/escuts/ec08209.png","https://media.diba.cat/diba/municipis/img/banderes/bn08209.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08209.jpg","082093","Sant_Fost_de_Campsentelles","8997","13.16","112","2022-01-24 15:31:56"
"555c579ecf83d3d61744af66","08202","Sant Celoni","Sant Celoni","","sant_celoni","sant_celoni","41.6895041,2.4914526","41","Vallès Oriental","8","Barcelona","Pl. Vila, 1, 08470 Sant Celoni","Pl. Vila, 1","08470","41.6895041,2.4914526","938670425","938673914","santceloni@santceloni.cat","https://www.santceloni.cat","P0820100F","https://media.diba.cat/diba/municipis/img/escuts/ec08202.png","https://media.diba.cat/diba/municipis/img/banderes/bn08202.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08202.jpg","082021","Sant_Celoni","18176","65.44","152","2022-01-24 15:31:56"
"555c579ecf83d3d61744af6a","08242","Marganell","Marganell","","marganell","marganell","41.62994835,1.7965197487767515","7","Bages","8","Barcelona","C/ Sant Esteve, s/n, 08298 Marganell","C/ Sant Esteve, s/n","08298","41.62994835,1.7965197487767515","938357063","938357210","marganell@diba.cat","https://www.marganell.net","P0824200J","https://media.diba.cat/diba/municipis/img/escuts/ec08242.png","https://media.diba.cat/diba/municipis/img/banderes/bn08242.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08242.jpg","082423","Marganell","271","13.34","679","2022-01-24 15:31:56"
"555c579ecf83d3d61744afae","08151","Oristà","Oristà","","orista","orista","41.9323735,2.0605625","24","Osona","8","Barcelona","Plaça Major, 1, 08518 Oristà","Plaça Major, 1","08518","41.9323735,2.0605625","938128006","938128132","orista@diba.cat","https://www.orista.cat","P0815000E","https://media.diba.cat/diba/municipis/img/escuts/ec08151.png","https://media.diba.cat/diba/municipis/img/banderes/bn08151.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08151.jpg","081516","Oristà","547","68.9","468","2022-01-24 15:31:57"
